ticket_id,customer_id,issue_type,resolution_time_hours,satisfaction_score
TICK017047,CUST036686,Wrong Item,112,4
TICK017048,CUST046365,Refund,32,5
TICK017049,CUST011690,Payment Issue,28,5
TICK017050,CUST036378,Damaged Product,56,3
TICK017051,CUST008368,Refund,107,1
TICK017052,CUST037724,Late Delivery,62,1
TICK017053,CUST035672,Wrong Item,14,4
TICK017054,CUST038382,Refund,38,2
TICK017055,CUST020073,Wrong Item,66,1
TICK017056,CUST019377,Late Delivery,2,1
TICK017057,CUST018233,Wrong Item,81,4
TICK017058,CUST024444,Wrong Item,100,2
TICK017059,CUST024020,Payment Issue,15,1
TICK017060,CUST005107,Payment Issue,75,2
TICK017061,CUST039949,Refund,62,3
TICK017062,CUST038503,Damaged Product,78,1
TICK017063,CUST034722,Late Delivery,98,5
TICK017064,CUST027386,Payment Issue,70,4
TICK017065,CUST021309,Payment Issue,94,3
TICK017066,CUST037762,Damaged Product,39,5
TICK017067,CUST025580,Wrong Item,5,3
TICK017068,CUST013085,Wrong Item,41,3
TICK017069,CUST035638,Wrong Item,54,1
TICK017070,CUST011670,Wrong Item,28,1
TICK017071,CUST039909,Damaged Product,80,4
TICK017072,CUST029597,Wrong Item,100,1
TICK017073,CUST012426,Refund,79,2
TICK017074,CUST048894,Refund,79,2
TICK017075,CUST008276,Late Delivery,19,2
TICK017076,CUST048015,Wrong Item,95,2
TICK017077,CUST025775,Late Delivery,33,4
TICK017078,CUST015594,Damaged Product,89,3
TICK017079,CUST007564,Wrong Item,65,5
TICK017080,CUST018730,Wrong Item,41,4
TICK017081,CUST022713,Wrong Item,39,4
TICK017082,CUST043687,Wrong Item,49,3
TICK017083,CUST037321,Late Delivery,43,2
TICK017084,CUST005877,Late Delivery,48,2
TICK017085,CUST025492,Damaged Product,8,1
TICK017086,CUST023254,Refund,117,5
TICK017087,CUST027645,Refund,115,4
TICK017088,CUST019371,Wrong Item,79,5
TICK017089,CUST030352,Wrong Item,74,4
TICK017090,CUST027512,Wrong Item,95,3
TICK017091,CUST039723,Damaged Product,55,5
TICK017092,CUST015397,Payment Issue,85,5
TICK017093,CUST022988,Refund,33,2
TICK017094,CUST026393,Wrong Item,36,2
TICK017095,CUST042028,Damaged Product,22,4
TICK017096,CUST008350,Payment Issue,32,3
TICK017097,CUST034556,Wrong Item,41,1
TICK017098,CUST018591,Wrong Item,115,2
TICK017099,CUST039581,Refund,94,1
TICK017100,CUST043658,Damaged Product,23,1
TICK017101,CUST007748,Payment Issue,119,1
TICK017102,CUST029357,Damaged Product,85,5
TICK017103,CUST025473,Wrong Item,35,4
TICK017104,CUST008488,Late Delivery,25,2
TICK017105,CUST044714,Late Delivery,41,1
TICK017106,CUST044031,Damaged Product,81,3
TICK017107,CUST040413,Payment Issue,56,2
TICK017108,CUST017199,Damaged Product,115,3
TICK017109,CUST013780,Wrong Item,8,3
TICK017110,CUST036397,Wrong Item,95,1
TICK017111,CUST031934,Wrong Item,19,2
TICK017112,CUST025812,Late Delivery,57,4
TICK017113,CUST011532,Late Delivery,37,3
TICK017114,CUST025336,Damaged Product,45,5
TICK017115,CUST030154,Late Delivery,36,4
TICK017116,CUST002129,Payment Issue,38,1
TICK017117,CUST044311,Damaged Product,10,5
TICK017118,CUST011426,Damaged Product,112,3
TICK017119,CUST008409,Damaged Product,16,4
TICK017120,CUST023933,Damaged Product,22,2
TICK017121,CUST042464,Payment Issue,41,5
TICK017122,CUST016253,Wrong Item,63,2
TICK017123,CUST036249,Damaged Product,104,5
TICK017124,CUST024291,Refund,23,2
TICK017125,CUST039540,Wrong Item,89,4
TICK017126,CUST037755,Wrong Item,109,4
TICK017127,CUST009899,Wrong Item,74,2
TICK017128,CUST026418,Damaged Product,18,4
TICK017129,CUST015850,Late Delivery,89,1
TICK017130,CUST044844,Wrong Item,12,1
TICK017131,CUST009124,Damaged Product,82,4
TICK017132,CUST031906,Payment Issue,62,5
TICK017133,CUST042075,Wrong Item,88,5
TICK017134,CUST000377,Refund,42,2
TICK017135,CUST046166,Late Delivery,40,4
TICK017136,CUST044487,Refund,56,3
TICK017137,CUST046744,Late Delivery,28,4
TICK017138,CUST001786,Late Delivery,34,2
TICK017139,CUST030980,Damaged Product,91,3
TICK017140,CUST031491,Damaged Product,50,4
TICK017141,CUST004155,Refund,21,3
TICK017142,CUST010622,Payment Issue,50,4
TICK017143,CUST039695,Payment Issue,54,2
TICK017144,CUST030397,Damaged Product,7,4
TICK017145,CUST027270,Wrong Item,4,5
TICK017146,CUST046272,Damaged Product,64,5
TICK017147,CUST049394,Wrong Item,11,3
TICK017148,CUST048710,Refund,1,1
TICK017149,CUST039124,Refund,53,1
TICK017150,CUST044540,Refund,114,2
TICK017151,CUST041566,Late Delivery,27,2
TICK017152,CUST029540,Payment Issue,15,2
TICK017153,CUST047622,Refund,78,5
TICK017154,CUST037925,Payment Issue,31,4
TICK017155,CUST048320,Payment Issue,36,4
TICK017156,CUST040710,Damaged Product,19,1
TICK017157,CUST038487,Damaged Product,65,2
TICK017158,CUST019175,Wrong Item,18,3
TICK017159,CUST040755,Late Delivery,83,4
TICK017160,CUST032634,Payment Issue,59,1
TICK017161,CUST040363,Payment Issue,83,4
TICK017162,CUST047783,Wrong Item,80,2
TICK017163,CUST010544,Late Delivery,48,1
TICK017164,CUST026793,Late Delivery,4,2
TICK017165,CUST047180,Wrong Item,26,4
TICK017166,CUST031697,Late Delivery,104,5
TICK017167,CUST017142,Payment Issue,97,3
TICK017168,CUST047102,Late Delivery,4,5
TICK017169,CUST003319,Payment Issue,3,3
TICK017170,CUST022707,Wrong Item,30,3
TICK017171,CUST009206,Refund,25,4
TICK017172,CUST006326,Damaged Product,92,5
TICK017173,CUST048764,Payment Issue,31,3
TICK017174,CUST007053,Wrong Item,33,3
TICK017175,CUST010261,Late Delivery,108,4
TICK017176,CUST019604,Wrong Item,53,4
TICK017177,CUST032338,Refund,92,1
TICK017178,CUST011039,Wrong Item,13,3
TICK017179,CUST042427,Damaged Product,5,2
TICK017180,CUST047405,Damaged Product,104,5
TICK017181,CUST025189,Late Delivery,102,5
TICK017182,CUST024573,Payment Issue,6,5
TICK017183,CUST033415,Refund,98,1
TICK017184,CUST015417,Refund,109,3
TICK017185,CUST009170,Wrong Item,80,5
TICK017186,CUST028090,Wrong Item,109,1
TICK017187,CUST013994,Payment Issue,77,2
TICK017188,CUST003669,Refund,116,3
TICK017189,CUST046395,Payment Issue,90,2
TICK017190,CUST047198,Wrong Item,87,3
TICK017191,CUST010949,Wrong Item,103,4
TICK017192,CUST025783,Damaged Product,82,5
TICK017193,CUST008374,Late Delivery,45,4
TICK017194,CUST019266,Late Delivery,11,1
TICK017195,CUST046696,Payment Issue,82,1
TICK017196,CUST010739,Damaged Product,107,4
TICK017197,CUST031127,Refund,101,4
TICK017198,CUST006098,Refund,37,4
TICK017199,CUST029190,Damaged Product,38,5
TICK017200,CUST004802,Late Delivery,51,3
TICK017201,CUST016649,Payment Issue,77,1
TICK017202,CUST035964,Wrong Item,45,2
TICK017203,CUST025130,Payment Issue,24,3
TICK017204,CUST013038,Payment Issue,34,3
TICK017205,CUST045432,Damaged Product,79,5
TICK017206,CUST044022,Payment Issue,91,3
TICK017207,CUST025606,Damaged Product,109,1
TICK017208,CUST044198,Late Delivery,72,4
TICK017209,CUST021630,Damaged Product,5,1
TICK017210,CUST049386,Payment Issue,21,1
TICK017211,CUST014613,Refund,51,2
TICK017212,CUST021697,Refund,20,4
TICK017213,CUST033635,Payment Issue,50,2
TICK017214,CUST047176,Refund,22,1
TICK017215,CUST033004,Late Delivery,77,5
TICK017216,CUST011876,Wrong Item,28,3
TICK017217,CUST001912,Damaged Product,84,3
TICK017218,CUST041887,Wrong Item,54,1
TICK017219,CUST014220,Payment Issue,24,3
TICK017220,CUST044764,Payment Issue,76,3
TICK017221,CUST020720,Wrong Item,82,2
TICK017222,CUST029657,Damaged Product,99,4
TICK017223,CUST011724,Payment Issue,105,4
TICK017224,CUST025556,Late Delivery,19,3
TICK017225,CUST022756,Damaged Product,59,1
TICK017226,CUST003648,Wrong Item,19,1
TICK017227,CUST043195,Refund,81,1
TICK017228,CUST001224,Damaged Product,14,2
TICK017229,CUST032065,Payment Issue,44,3
TICK017230,CUST028170,Late Delivery,9,2
TICK017231,CUST045506,Refund,106,1
TICK017232,CUST040264,Wrong Item,29,3
TICK017233,CUST004929,Damaged Product,16,4
TICK017234,CUST016851,Payment Issue,77,4
TICK017235,CUST022047,Late Delivery,64,2
TICK017236,CUST030590,Wrong Item,102,2
TICK017237,CUST020589,Wrong Item,71,3
TICK017238,CUST018578,Damaged Product,112,5
TICK017239,CUST044122,Payment Issue,38,5
TICK017240,CUST034930,Payment Issue,14,2
TICK017241,CUST007288,Damaged Product,49,2
TICK017242,CUST005307,Refund,105,5
TICK017243,CUST047190,Wrong Item,92,1
TICK017244,CUST045931,Payment Issue,74,5
TICK017245,CUST027023,Late Delivery,80,4
TICK017246,CUST031239,Wrong Item,20,5
TICK017247,CUST016125,Wrong Item,33,1
TICK017248,CUST011034,Payment Issue,73,3
TICK017249,CUST036174,Refund,70,2
TICK017250,CUST006876,Damaged Product,107,4
TICK017251,CUST032339,Payment Issue,3,3
TICK017252,CUST033116,Late Delivery,58,5
TICK017253,CUST028970,Late Delivery,76,3
TICK017254,CUST040697,Damaged Product,102,4
TICK017255,CUST039600,Wrong Item,85,3
TICK017256,CUST040576,Payment Issue,36,5
TICK017257,CUST032780,Late Delivery,36,4
TICK017258,CUST018665,Refund,16,3
TICK017259,CUST044897,Damaged Product,114,3
TICK017260,CUST022763,Late Delivery,74,1
TICK017261,CUST045864,Damaged Product,73,2
TICK017262,CUST004242,Refund,88,4
TICK017263,CUST038848,Refund,33,3
TICK017264,CUST039039,Refund,49,5
TICK017265,CUST002398,Damaged Product,86,5
TICK017266,CUST010184,Refund,14,3
TICK017267,CUST022151,Damaged Product,89,2
TICK017268,CUST034386,Late Delivery,7,3
TICK017269,CUST039931,Damaged Product,21,1
TICK017270,CUST035004,Wrong Item,12,5
TICK017271,CUST006769,Damaged Product,96,2
TICK017272,CUST028588,Wrong Item,106,2
TICK017273,CUST020144,Payment Issue,56,1
TICK017274,CUST009805,Payment Issue,10,3
TICK017275,CUST026671,Refund,92,4
TICK017276,CUST037794,Late Delivery,58,2
TICK017277,CUST011802,Refund,85,3
TICK017278,CUST022259,Damaged Product,29,4
TICK017279,CUST019303,Wrong Item,93,5
TICK017280,CUST000163,Damaged Product,99,3
TICK017281,CUST036882,Payment Issue,44,2
TICK017282,CUST045963,Wrong Item,63,1
TICK017283,CUST020363,Late Delivery,10,2
TICK017284,CUST045420,Refund,45,5
TICK017285,CUST047640,Payment Issue,44,3
TICK017286,CUST005060,Wrong Item,116,1
TICK017287,CUST043692,Refund,116,3
TICK017288,CUST037527,Payment Issue,33,5
TICK017289,CUST037149,Refund,55,5
TICK017290,CUST013766,Late Delivery,31,3
TICK017291,CUST014582,Wrong Item,33,1
TICK017292,CUST012577,Payment Issue,8,5
TICK017293,CUST021678,Refund,56,5
TICK017294,CUST004996,Payment Issue,47,4
TICK017295,CUST037517,Wrong Item,53,3
TICK017296,CUST018930,Wrong Item,29,3
TICK017297,CUST046323,Wrong Item,117,4
TICK017298,CUST007144,Payment Issue,35,5
TICK017299,CUST038558,Damaged Product,46,4
TICK017300,CUST014261,Payment Issue,75,4
TICK017301,CUST014619,Payment Issue,79,5
TICK017302,CUST039384,Refund,32,5
TICK017303,CUST013777,Refund,17,4
TICK017304,CUST047289,Payment Issue,73,4
TICK017305,CUST012143,Refund,114,4
TICK017306,CUST008489,Damaged Product,103,1
TICK017307,CUST014216,Payment Issue,97,2
TICK017308,CUST037042,Wrong Item,82,1
TICK017309,CUST039623,Damaged Product,119,2
TICK017310,CUST031913,Wrong Item,107,4
TICK017311,CUST002542,Damaged Product,34,4
TICK017312,CUST013652,Wrong Item,64,1
TICK017313,CUST011752,Refund,87,1
TICK017314,CUST033461,Wrong Item,92,5
TICK017315,CUST003585,Payment Issue,35,1
TICK017316,CUST010216,Refund,44,4
TICK017317,CUST042739,Payment Issue,82,4
TICK017318,CUST012699,Late Delivery,106,3
TICK017319,CUST041709,Refund,101,4
TICK017320,CUST046101,Damaged Product,22,5
TICK017321,CUST007451,Wrong Item,4,3
TICK017322,CUST024471,Wrong Item,98,1
TICK017323,CUST019743,Payment Issue,20,2
TICK017324,CUST011338,Damaged Product,107,1
TICK017325,CUST021853,Damaged Product,15,5
TICK017326,CUST000873,Late Delivery,6,4
TICK017327,CUST015456,Damaged Product,24,1
TICK017328,CUST047904,Wrong Item,69,2
TICK017329,CUST026027,Payment Issue,21,4
TICK017330,CUST040575,Damaged Product,102,4
TICK017331,CUST038240,Payment Issue,6,4
TICK017332,CUST022963,Wrong Item,114,1
TICK017333,CUST017385,Wrong Item,95,3
TICK017334,CUST005295,Refund,90,5
TICK017335,CUST039891,Wrong Item,17,1
TICK017336,CUST043424,Damaged Product,67,3
TICK017337,CUST040608,Late Delivery,18,2
TICK017338,CUST031550,Late Delivery,73,3
TICK017339,CUST029448,Late Delivery,28,3
TICK017340,CUST009540,Wrong Item,11,4
TICK017341,CUST035217,Wrong Item,4,1
TICK017342,CUST028524,Damaged Product,107,2
TICK017343,CUST043636,Payment Issue,75,5
TICK017344,CUST043274,Wrong Item,15,2
TICK017345,CUST017722,Damaged Product,113,5
TICK017346,CUST005429,Payment Issue,113,1
TICK017347,CUST039741,Late Delivery,17,3
TICK017348,CUST003565,Wrong Item,107,5
TICK017349,CUST003267,Payment Issue,52,2
TICK017350,CUST028949,Payment Issue,24,2
TICK017351,CUST014170,Payment Issue,66,5
TICK017352,CUST019408,Refund,6,3
TICK017353,CUST022007,Payment Issue,107,5
TICK017354,CUST014087,Wrong Item,13,1
TICK017355,CUST013327,Payment Issue,98,3
TICK017356,CUST035892,Damaged Product,96,1
TICK017357,CUST004192,Refund,71,4
TICK017358,CUST029172,Payment Issue,77,4
TICK017359,CUST027012,Wrong Item,65,2
TICK017360,CUST001838,Payment Issue,70,5
TICK017361,CUST038721,Payment Issue,54,1
TICK017362,CUST035445,Wrong Item,6,5
TICK017363,CUST017061,Late Delivery,63,3
TICK017364,CUST018218,Wrong Item,65,5
TICK017365,CUST020647,Refund,16,4
TICK017366,CUST044599,Refund,32,4
TICK017367,CUST036704,Payment Issue,50,2
TICK017368,CUST039310,Wrong Item,115,3
TICK017369,CUST009338,Wrong Item,84,2
TICK017370,CUST000009,Late Delivery,45,5
TICK017371,CUST047504,Damaged Product,91,2
TICK017372,CUST003957,Payment Issue,42,4
TICK017373,CUST007657,Refund,41,5
TICK017374,CUST011616,Damaged Product,1,3
TICK017375,CUST004191,Payment Issue,72,3
TICK017376,CUST035051,Payment Issue,60,3
TICK017377,CUST018901,Late Delivery,61,3
TICK017378,CUST047481,Wrong Item,91,1
TICK017379,CUST038236,Wrong Item,98,5
TICK017380,CUST029061,Payment Issue,89,2
TICK017381,CUST012282,Payment Issue,98,4
TICK017382,CUST014313,Late Delivery,109,3
TICK017383,CUST008271,Wrong Item,104,2
TICK017384,CUST018417,Wrong Item,21,5
TICK017385,CUST004466,Wrong Item,82,5
TICK017386,CUST012400,Payment Issue,34,5
TICK017387,CUST018758,Payment Issue,44,4
TICK017388,CUST016577,Payment Issue,83,4
TICK017389,CUST008844,Late Delivery,46,3
TICK017390,CUST013895,Late Delivery,8,2
TICK017391,CUST020606,Late Delivery,42,1
TICK017392,CUST045666,Wrong Item,99,5
TICK017393,CUST038461,Late Delivery,82,2
TICK017394,CUST042249,Refund,36,4
TICK017395,CUST022096,Refund,28,5
TICK017396,CUST016820,Payment Issue,119,3
TICK017397,CUST006145,Late Delivery,30,4
TICK017398,CUST041886,Payment Issue,115,1
TICK017399,CUST013516,Refund,27,2
TICK017400,CUST005735,Wrong Item,69,3
TICK017401,CUST026736,Payment Issue,10,1
TICK017402,CUST008816,Payment Issue,31,2
TICK017403,CUST002138,Late Delivery,40,5
TICK017404,CUST018885,Wrong Item,73,4
TICK017405,CUST025808,Refund,103,4
TICK017406,CUST028089,Refund,4,2
TICK017407,CUST048301,Wrong Item,119,2
TICK017408,CUST023235,Late Delivery,47,3
TICK017409,CUST022622,Payment Issue,22,5
TICK017410,CUST041640,Wrong Item,68,3
TICK017411,CUST022340,Payment Issue,14,3
TICK017412,CUST013208,Payment Issue,58,1
TICK017413,CUST030140,Refund,69,4
TICK017414,CUST049442,Wrong Item,84,1
TICK017415,CUST001972,Wrong Item,2,5
TICK017416,CUST032839,Refund,64,5
TICK017417,CUST021999,Payment Issue,46,2
TICK017418,CUST043751,Late Delivery,4,4
TICK017419,CUST017095,Late Delivery,29,2
TICK017420,CUST045342,Damaged Product,104,4
TICK017421,CUST004127,Payment Issue,69,1
TICK017422,CUST047031,Refund,90,5
TICK017423,CUST032986,Late Delivery,4,5
TICK017424,CUST019147,Late Delivery,112,3
TICK017425,CUST021995,Wrong Item,2,2
TICK017426,CUST020713,Refund,16,1
TICK017427,CUST024015,Wrong Item,62,4
TICK017428,CUST031262,Late Delivery,113,2
TICK017429,CUST013091,Payment Issue,27,4
TICK017430,CUST010931,Wrong Item,71,5
TICK017431,CUST012696,Refund,104,2
TICK017432,CUST037933,Refund,79,2
TICK017433,CUST046330,Refund,45,5
TICK017434,CUST001140,Payment Issue,118,1
TICK017435,CUST039732,Damaged Product,43,2
TICK017436,CUST027888,Wrong Item,57,3
TICK017437,CUST026002,Wrong Item,66,5
TICK017438,CUST046435,Late Delivery,118,2
TICK017439,CUST030336,Late Delivery,57,5
TICK017440,CUST011771,Damaged Product,25,4
TICK017441,CUST017820,Refund,4,5
TICK017442,CUST036119,Late Delivery,109,3
TICK017443,CUST000479,Damaged Product,54,2
TICK017444,CUST024453,Payment Issue,108,4
TICK017445,CUST020141,Wrong Item,98,4
TICK017446,CUST014320,Wrong Item,13,4
TICK017447,CUST005408,Payment Issue,112,4
TICK017448,CUST048348,Late Delivery,54,3
TICK017449,CUST013489,Payment Issue,118,5
TICK017450,CUST043050,Late Delivery,112,5
TICK017451,CUST026806,Refund,62,5
TICK017452,CUST037992,Wrong Item,75,1
TICK017453,CUST023844,Damaged Product,27,1
TICK017454,CUST015763,Wrong Item,115,2
TICK017455,CUST044340,Refund,116,5
TICK017456,CUST015987,Wrong Item,39,3
TICK017457,CUST033256,Damaged Product,97,1
TICK017458,CUST044645,Payment Issue,69,3
TICK017459,CUST016371,Late Delivery,107,5
TICK017460,CUST042203,Refund,33,2
TICK017461,CUST044253,Damaged Product,8,5
TICK017462,CUST007273,Refund,22,5
TICK017463,CUST005923,Payment Issue,93,3
TICK017464,CUST043420,Damaged Product,6,2
TICK017465,CUST003733,Refund,2,5
TICK017466,CUST025712,Late Delivery,12,1
TICK017467,CUST008548,Payment Issue,22,5
TICK017468,CUST035668,Late Delivery,99,1
TICK017469,CUST048009,Late Delivery,92,2
TICK017470,CUST044977,Payment Issue,21,2
TICK017471,CUST027193,Refund,36,2
TICK017472,CUST049243,Wrong Item,2,4
TICK017473,CUST002265,Damaged Product,20,4
TICK017474,CUST011831,Refund,2,3
TICK017475,CUST045381,Payment Issue,37,4
TICK017476,CUST021672,Late Delivery,39,4
TICK017477,CUST045801,Damaged Product,98,1
TICK017478,CUST036209,Refund,1,3
TICK017479,CUST017723,Wrong Item,93,1
TICK017480,CUST048080,Damaged Product,108,4
TICK017481,CUST014661,Wrong Item,78,1
TICK017482,CUST007821,Payment Issue,68,4
TICK017483,CUST036920,Damaged Product,51,5
TICK017484,CUST013610,Payment Issue,80,1
TICK017485,CUST043753,Late Delivery,55,2
TICK017486,CUST039044,Refund,42,1
TICK017487,CUST012420,Refund,15,2
TICK017488,CUST043604,Refund,36,2
TICK017489,CUST010355,Payment Issue,69,1
TICK017490,CUST036298,Damaged Product,35,3
TICK017491,CUST015674,Damaged Product,108,3
TICK017492,CUST027756,Payment Issue,105,5
TICK017493,CUST028432,Payment Issue,95,1
TICK017494,CUST026442,Late Delivery,116,3
TICK017495,CUST014929,Late Delivery,80,4
TICK017496,CUST034890,Damaged Product,22,5
TICK017497,CUST008369,Payment Issue,17,5
TICK017498,CUST001872,Refund,22,2
TICK017499,CUST043104,Wrong Item,31,4
TICK017500,CUST027062,Damaged Product,8,3
TICK017501,CUST033280,Damaged Product,17,5
TICK017502,CUST023327,Refund,88,5
TICK017503,CUST029080,Payment Issue,76,5
TICK017504,CUST012663,Damaged Product,19,5
TICK017505,CUST033219,Wrong Item,24,1
TICK017506,CUST041136,Refund,25,2
TICK017507,CUST027693,Payment Issue,44,2
TICK017508,CUST007495,Refund,52,1
TICK017509,CUST016035,Payment Issue,86,1
TICK017510,CUST033571,Payment Issue,111,2
TICK017511,CUST009516,Wrong Item,57,2
TICK017512,CUST031281,Refund,50,2
TICK017513,CUST005620,Wrong Item,26,1
TICK017514,CUST042531,Wrong Item,79,5
TICK017515,CUST043879,Late Delivery,111,1
TICK017516,CUST004886,Late Delivery,1,1
TICK017517,CUST000668,Payment Issue,94,5
TICK017518,CUST012643,Refund,74,4
TICK017519,CUST022957,Late Delivery,66,5
TICK017520,CUST028934,Late Delivery,112,4
TICK017521,CUST041215,Payment Issue,119,5
TICK017522,CUST030740,Late Delivery,79,5
TICK017523,CUST046296,Wrong Item,39,2
TICK017524,CUST026531,Damaged Product,37,4
TICK017525,CUST016814,Damaged Product,104,3
TICK017526,CUST012080,Wrong Item,102,3
TICK017527,CUST041026,Wrong Item,12,2
TICK017528,CUST010147,Late Delivery,88,5
TICK017529,CUST007051,Refund,50,3
TICK017530,CUST046653,Wrong Item,79,3
TICK017531,CUST027417,Refund,12,5
TICK017532,CUST037481,Late Delivery,46,5
TICK017533,CUST005873,Wrong Item,44,3
TICK017534,CUST033382,Wrong Item,102,3
TICK017535,CUST021499,Payment Issue,20,2
TICK017536,CUST015147,Payment Issue,60,4
TICK017537,CUST026343,Wrong Item,1,2
TICK017538,CUST043794,Damaged Product,48,3
TICK017539,CUST019861,Damaged Product,20,1
TICK017540,CUST039107,Late Delivery,79,5
TICK017541,CUST008694,Payment Issue,79,4
TICK017542,CUST012587,Damaged Product,46,5
TICK017543,CUST003042,Refund,42,2
TICK017544,CUST009906,Payment Issue,78,2
TICK017545,CUST046689,Refund,17,2
TICK017546,CUST003279,Damaged Product,94,5
TICK017547,CUST032114,Late Delivery,111,1
TICK017548,CUST027661,Payment Issue,106,5
TICK017549,CUST022683,Wrong Item,87,2
TICK017550,CUST026150,Refund,44,5
TICK017551,CUST003274,Payment Issue,73,4
TICK017552,CUST025273,Damaged Product,113,3
TICK017553,CUST026036,Refund,6,3
TICK017554,CUST040382,Damaged Product,33,4
TICK017555,CUST037053,Refund,9,1
TICK017556,CUST031183,Refund,101,5
TICK017557,CUST013097,Damaged Product,60,5
TICK017558,CUST019011,Damaged Product,54,5
TICK017559,CUST048714,Late Delivery,91,4
TICK017560,CUST037352,Late Delivery,40,1
TICK017561,CUST048611,Late Delivery,29,3
TICK017562,CUST029072,Payment Issue,80,2
TICK017563,CUST013978,Late Delivery,80,5
TICK017564,CUST039469,Late Delivery,26,1
TICK017565,CUST047116,Damaged Product,43,3
TICK017566,CUST041362,Payment Issue,46,1
TICK017567,CUST024207,Late Delivery,114,3
TICK017568,CUST002842,Payment Issue,72,1
TICK017569,CUST032263,Damaged Product,6,3
TICK017570,CUST038741,Late Delivery,60,1
TICK017571,CUST047404,Damaged Product,29,4
TICK017572,CUST033823,Late Delivery,83,2
TICK017573,CUST001239,Late Delivery,93,5
TICK017574,CUST019295,Payment Issue,17,1
TICK017575,CUST045168,Payment Issue,115,4
TICK017576,CUST039131,Payment Issue,26,2
TICK017577,CUST001963,Damaged Product,12,2
TICK017578,CUST048351,Refund,46,5
TICK017579,CUST010354,Refund,39,3
TICK017580,CUST041027,Damaged Product,62,2
TICK017581,CUST033488,Late Delivery,69,4
TICK017582,CUST025869,Damaged Product,78,2
TICK017583,CUST023552,Late Delivery,95,4
TICK017584,CUST002805,Refund,98,2
TICK017585,CUST042679,Damaged Product,72,4
TICK017586,CUST025716,Payment Issue,83,5
TICK017587,CUST004901,Wrong Item,76,1
TICK017588,CUST023110,Late Delivery,86,5
TICK017589,CUST034444,Damaged Product,36,3
TICK017590,CUST048445,Payment Issue,15,3
TICK017591,CUST010154,Damaged Product,38,1
TICK017592,CUST013274,Refund,39,3
TICK017593,CUST048517,Damaged Product,49,2
TICK017594,CUST011150,Damaged Product,51,3
TICK017595,CUST046659,Late Delivery,107,4
TICK017596,CUST044351,Damaged Product,94,1
TICK017597,CUST028049,Refund,22,3
TICK017598,CUST004814,Payment Issue,111,1
TICK017599,CUST044658,Payment Issue,47,4
TICK017600,CUST014488,Late Delivery,47,3
TICK017601,CUST029316,Wrong Item,45,4
TICK017602,CUST007890,Damaged Product,27,1
TICK017603,CUST047644,Refund,93,5
TICK017604,CUST000251,Wrong Item,92,3
TICK017605,CUST041904,Late Delivery,39,5
TICK017606,CUST017015,Payment Issue,11,1
TICK017607,CUST035801,Payment Issue,91,2
TICK017608,CUST000261,Payment Issue,44,2
TICK017609,CUST035178,Payment Issue,87,4
TICK017610,CUST039361,Late Delivery,48,3
TICK017611,CUST008865,Wrong Item,49,3
TICK017612,CUST007686,Wrong Item,5,5
TICK017613,CUST008048,Damaged Product,90,5
TICK017614,CUST035592,Wrong Item,50,2
TICK017615,CUST043955,Refund,73,3
TICK017616,CUST047470,Wrong Item,73,1
TICK017617,CUST023752,Refund,79,4
TICK017618,CUST043199,Wrong Item,60,1
TICK017619,CUST013286,Refund,114,5
TICK017620,CUST049505,Wrong Item,48,5
TICK017621,CUST032828,Late Delivery,54,3
TICK017622,CUST001353,Refund,61,2
TICK017623,CUST036601,Damaged Product,12,4
TICK017624,CUST034864,Refund,107,4
TICK017625,CUST032852,Late Delivery,114,1
TICK017626,CUST005833,Damaged Product,17,4
TICK017627,CUST026419,Late Delivery,40,2
TICK017628,CUST027737,Wrong Item,10,2
TICK017629,CUST008900,Refund,53,1
TICK017630,CUST041097,Refund,91,4
TICK017631,CUST029183,Refund,22,5
TICK017632,CUST046698,Refund,101,1
TICK017633,CUST026538,Payment Issue,101,5
TICK017634,CUST023349,Damaged Product,73,4
TICK017635,CUST045465,Payment Issue,87,3
TICK017636,CUST004019,Late Delivery,61,2
TICK017637,CUST036072,Late Delivery,107,1
TICK017638,CUST034335,Payment Issue,96,5
TICK017639,CUST010784,Payment Issue,67,1
TICK017640,CUST015225,Wrong Item,10,5
TICK017641,CUST049504,Late Delivery,104,5
TICK017642,CUST017601,Late Delivery,102,1
TICK017643,CUST045557,Payment Issue,89,4
TICK017644,CUST005228,Late Delivery,87,1
TICK017645,CUST009324,Damaged Product,44,3
TICK017646,CUST008865,Late Delivery,64,2
TICK017647,CUST038315,Wrong Item,105,5
TICK017648,CUST018821,Damaged Product,84,3
TICK017649,CUST036888,Refund,65,3
TICK017650,CUST026693,Damaged Product,59,2
TICK017651,CUST025383,Damaged Product,32,4
TICK017652,CUST010024,Damaged Product,118,2
TICK017653,CUST042825,Refund,19,2
TICK017654,CUST000483,Refund,51,5
TICK017655,CUST043709,Damaged Product,111,5
TICK017656,CUST017905,Damaged Product,77,2
TICK017657,CUST009862,Late Delivery,27,5
TICK017658,CUST010406,Wrong Item,39,1
TICK017659,CUST017106,Late Delivery,14,4
TICK017660,CUST024774,Refund,61,3
TICK017661,CUST031567,Late Delivery,12,3
TICK017662,CUST018120,Late Delivery,82,3
TICK017663,CUST007232,Payment Issue,93,1
TICK017664,CUST018537,Late Delivery,67,1
TICK017665,CUST024399,Damaged Product,52,3
TICK017666,CUST024576,Refund,6,2
TICK017667,CUST042090,Wrong Item,37,1
TICK017668,CUST038394,Late Delivery,34,3
